recipe_id;title;url;ingredients;SUSTAINABILITY
18526;"Pineapple-Orange Ice Cube Tray Pops";http://tastykitchen.com/recipes/appetizers-and-snacks/pineapple-orange-ice-cube-tray-pops/;"pineapple juice,orange juice";HIGH
29160;"Jello Smoothie";http://www.food.com/recipe/jello-smoothie-449485;"apple juice,cherry";HIGH
41254;Granola;http://www.food.com/recipe/granola-442416;"sesam seed,wheat,canola oil,oat,almond,apricot,cranberry,honey,sunflower seed";HIGH
1204;"Spicy Almonds";http://www.food.com/recipe/spicy-almonds-214072;"chili powder,canola oil,paprika,almond,garlic powder,black pepper spices,cumin seed";HIGH
12324;"Citrus Fruit Salad";http://www.food.com/recipe/citrus-fruit-salad-117481;"pineapple,orange juice,grapefruit juice";HIGH
17123;"Faux Pink Champagne";http://www.food.com/recipe/faux-pink-champagne-392530;"cherry,cranberry juice,apple";HIGH
7669;"Toasted Swiss Muesli Cereal";http://www.food.com/recipe/toasted-swiss-muesli-cereal-85566;"sesam seed,wheat,canola oil,oat,almond,date,apricot,honey,raisin,sunflower seed";HIGH
5894;"Greek-Style Yogurt";http://www.foodandwine.com/recipes/greek-style-yogurt;"cow milk,greek yogurt";HIGH
6266;"Thermos yoghurt";http://www.food.com/recipe/thermos-yoghurt-53616;"cow milk,greek yogurt";HIGH
8391;"Homemade Greek Yogurt";http://tastykitchen.com/recipes/homemade-ingredients/homemade-greek-yogurt-2/;"cow milk,greek yogurt";HIGH
11832;"Texas-Style Yogurt";http://www.food.com/recipe/texas-style-yogurt-311577;"cow milk,greek yogurt";HIGH
11871;"Easy Arabic Yogurt";http://www.food.com/recipe/easy-arabic-yogurt-353740;"cow milk,greek yogurt";HIGH
11906;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-489066;"cow milk,greek yogurt";HIGH
12930;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-273218;"cow milk,greek yogurt";HIGH
13173;"Crockpot Yogurt";http://www.food.com/recipe/crockpot-yogurt-473259;"cow milk,greek yogurt";HIGH
13900;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-344263;"cow milk,greek yogurt";HIGH
739;Yogurt;http://tastykitchen.com/recipes/breakfastbrunch/yogurt/;"cow milk,greek yogurt";HIGH
1430;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-380781;"cow milk,greek yogurt";HIGH
2264;"Homemade Nonfat Yogurt";http://cooking.nytimes.com/recipes/4658;"cow milk,greek yogurt";HIGH
18288;"Leban (Yogurt)";http://www.food.com/recipe/leban-yogurt-226102;"cow milk,greek yogurt";HIGH
18821;"Slow Cooker Yogurt";http://tastykitchen.com/recipes/homemade-ingredients/slow-cooker-yogurt/;"cow milk,greek yogurt";HIGH
18896;"Making Skyr Yogurt";http://www.food.com/recipe/making-skyr-yogurt-420633;"cow milk,greek yogurt";HIGH
19276;"Fat Free Frozen Yogurt Mousse";http://www.food.com/recipe/fat-free-frozen-yogurt-mousse-302339;"cow milk,greek yogurt";HIGH
19963;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-256581;"cow milk,greek yogurt";HIGH
14993;"Whey & Yogurt - Liquid Whey";http://www.food.com/recipe/whey-yogurt-liquid-whey-317488;"cow milk,greek yogurt";HIGH
16344;"Laban (Yogurt)";http://www.food.com/recipe/laban-yogurt-436142;"cow milk,greek yogurt";HIGH
17069;"Paneer Cheese";http://tastykitchen.com/recipes/special-dietary-needs/vegetarian/paneer-cheese/;"cow milk,greek yogurt";HIGH
8494;"Homemade Thick or Greek-Style Yogurt";http://www.food.com/recipe/homemade-thick-or-greek-style-yogurt-473412;"cow milk,greek yogurt";HIGH
9893;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-42772;"cow milk,greek yogurt";HIGH
10615;"Homemade Paneer (Panir - Indian Cheese)";http://www.food.com/recipe/homemade-paneer-panir-indian-cheese-207389;"cow milk,greek yogurt";HIGH
3639;"Curd Cheese";https://recipeland.com/recipe/v/curd-cheese-42928;"cow milk,greek yogurt";HIGH
5001;"Really Easy Homemade Yoghurt";http://www.food.com/recipe/really-easy-homemade-yoghurt-222678;"cow milk,greek yogurt";HIGH
5194;"Plain Yogurt";http://www.cookstr.com/recipes/plain-yogurt;"cow milk,greek yogurt";HIGH
29246;"Tasty and Cold Yogurt Shake";http://www.food.com/recipe/tasty-and-cold-yogurt-shake-349911;"cow milk,greek yogurt";HIGH
30363;"Homemade Yogurt";http://tastykitchen.com/recipes/homemade-ingredients/homemade-yogurt-4/;"cow milk,greek yogurt";HIGH
31188;"Incredibly Simple Yogurt Smoothie";http://www.food.com/recipe/incredibly-simple-yogurt-smoothie-190523;"cow milk,greek yogurt";HIGH
37869;"Heavy Cream Substitute";http://www.food.com/recipe/heavy-cream-substitute-357873;"cow milk,greek yogurt";HIGH
38060;"How to Make Thick Rich Greek Yogurt";http://www.food.com/recipe/how-to-make-thick-rich-greek-yogurt-518508;"cow milk,greek yogurt";HIGH
39140;"Buttermilk Substitute";http://www.food.com/recipe/buttermilk-substitute-288565;"cow milk,greek yogurt";HIGH
39846;"Homemade Yogurt Without a Yogurt Maker";http://tastykitchen.com/recipes/homemade-ingredients/homemade-yogurt-without-a-yogurt-maker/;"cow milk,greek yogurt";HIGH
26517;"Homemade Greek Yogurt";http://www.foodandwine.com/recipes/homemade-greek-yogurt;"cow milk,greek yogurt";HIGH
26647;"Tvorog - Russian Style Farmer's Cheese";http://www.food.com/recipe/tvorog-russian-style-farmers-cheese-494514;"cow milk,greek yogurt";HIGH
26670;"Yogurt (Crock Pot)";http://www.food.com/recipe/yogurt-crock-pot-363442;"cow milk,greek yogurt";HIGH
22194;"Homemade Clay Pot Curd";http://tastykitchen.com/recipes/desserts/homemade-clay-pot-curd/;"cow milk,greek yogurt";HIGH
22215;"Greek Yogurtfrom Scratch";http://tastykitchen.com/recipes/breakfastbrunch/greek-yogurte28093from-scratch/;"cow milk,greek yogurt";HIGH
35559;"Make Your Own Greek Yoghurt";http://www.food.com/recipe/make-your-own-greek-yoghurt-168780;"cow milk,greek yogurt";HIGH
23645;"Homemade Clay Pot Curd";https://recipeland.com/recipe/v/homemade-clay-pot-curd-50797;"cow milk,greek yogurt";HIGH
24014;"Yoghurt Homemade";http://www.food.com/recipe/yoghurt-homemade-164744;"cow milk,greek yogurt";HIGH
24600;"Homemade Yogurt in a Cooler!";http://www.food.com/recipe/homemade-yogurt-in-a-cooler-462865;"cow milk,greek yogurt";HIGH
24886;"Greek Yogurt";http://www.food.com/recipe/greek-yogurt-393688;"cow milk,greek yogurt";HIGH
32434;"Chocolate Milk Shake";http://www.food.com/recipe/chocolate-milk-shake-215008;"cow milk,greek yogurt";HIGH
32743;"Homemade Yogurt";http://tastykitchen.com/recipes/breakfastbrunch/homemade-yogurt-2/;"cow milk,greek yogurt";HIGH
42551;"Greek-style Yogurt";http://tastykitchen.com/recipes/homemade-ingredients/greek-style-yogurt/;"cow milk,greek yogurt";HIGH
48099;"Organic Greek Yogurt";http://www.food.com/recipe/organic-greek-yogurt-424412;"cow milk,greek yogurt";HIGH
42890;"Super Easy Home Made Yogurt";http://www.food.com/recipe/super-easy-home-made-yogurt-427287;"cow milk,greek yogurt";HIGH
43767;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-245083;"cow milk,greek yogurt";HIGH
43797;"Lebanese Laban (Yogurt)";http://www.food.com/recipe/lebanese-laban-yogurt-140854;"cow milk,greek yogurt";HIGH
43978;"Greek Yogurt";http://www.food.com/recipe/greek-yogurt-99415;"cow milk,greek yogurt";HIGH
44292;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-520468;"cow milk,greek yogurt";HIGH
45195;"Making a Bulgarian/ Greek Style Yogurt";http://www.food.com/recipe/making-a-bulgarian-greek-style-yogurt-418347;"cow milk,greek yogurt";HIGH
45586;"Homemade Greek Yogurt";http://tastykitchen.com/recipes/homemade-ingredients/homemade-greek-yogurt/;"cow milk,greek yogurt";HIGH
48592;"Jamie Oliver's Homemade Yogurt";http://www.food.com/recipe/jamie-olivers-homemade-yogurt-427235;"cow milk,greek yogurt";HIGH
49196;"Homemade Plain Yogurt";http://tastykitchen.com/recipes/homemade-ingredients/homemade-plain-yogurt-2/;"cow milk,greek yogurt";HIGH
50409;"Homemade Goat Cheese";http://tastykitchen.com/recipes/special-dietary-needs/gluten-free/homemade-goat-cheese/;"cow milk,greek yogurt";HIGH
19809;"Barley Pilaf With Fruits and Nuts";http://www.food.com/recipe/barley-pilaf-with-fruits-and-nuts-304070;"canola oil,onion,almond,garlic powder,cumin seed,pea,cinnamon,mineral water,raisin,barley";HIGH
12083;"Plum Tomato Halves Packed in Tomato Juice";http://www.vegetariantimes.com/recipe/plum-tomato-halves-packed-in-tomato-juice/;"tomato,plum,lemon juice";HIGH
15090;"Cranberry Orange Rice";http://www.food.com/recipe/cranberry-orange-rice-82298;"fresh parsley,almond,cranberry,orange juice,rice";HIGH
6076;"Hazel's Crunchy Granola Recipe";http://cookeatshare.com/recipes/hazel-s-crunchy-granola-4923;"oat,almond,corn peanut and olive oil,cinnamon,honey,raisin,sunflower seed,oat meal";HIGH
49550;"Dijon Bacon Dip for Pretzels";http://www.food.com/recipe/dijon-bacon-dip-for-pretzels-397443;"meatless bacon,horseradish,yellow mustard,mayonnaise";HIGH
27903;"Dijon-Bacon Dip for Pretzels Recipe";http://allrecipes.com/recipe/dijon-bacon-dip-for-pretzels-recipe/;"meatless bacon,horseradish,yellow mustard,mayonnaise";HIGH
37094;"Easy Maple-Cinnamon Granola";http://www.food.com/recipe/easy-maple-cinnamon-granola-162666;"sesam seed,wheat,canola oil,oat,almond,cane molasse,cinnamon,raisin,oat meal";HIGH
33847;"Easy Apricot/Cherry Glaze";http://www.food.com/recipe/easy-apricot-cherry-glaze-219098;"cherry,apricot,lemon juice";HIGH
4757;"Mystery Popsicle";http://www.food.com/recipe/mystery-popsicle-460821;"apple juice,grapes,orange juice";HIGH
18305;"Threadgills Okra and Tomatoes";http://www.food.com/recipe/threadgill-s-okra-and-tomatoes-166386;"tomato,tabasco,tomato puree,okra,onion,meatless bacon,corn canned,black pepper spices,mineral water";HIGH
1164;"Creamy Orange-Ginger Dressing";http://allrecipes.com/recipe/creamy-orange-ginger-dressing/;"ginger,red pepper or cayenne spices,cinnamon,orange juice,cane sugar,greek yogurt";HIGH
44681;"Lost in the Sun Punch";http://www.food.com/recipe/lost-in-the-sun-punch-388843;"grapes,lemonade,pineapple,orange juice";HIGH
6417;"Raw Vegan Cranberry Brownie";http://tastykitchen.com/recipes/desserts/raw-vegan-cranberry-brownie/;"walnut,carob flour,almond,cranberry,honey";HIGH
29651;"Devil's Handbrake";http://www.food.com/recipe/devils-handbrake-67012;"mango juice,cherry,banana";HIGH
39440;"Zesty Banana-Pineapple Fruit Leather (Dehydrator)";http://www.food.com/recipe/zesty-banana-pineapple-fruit-leather-dehydrator-314115;"banana,pineapple,lemon juice,orange juice";HIGH
47842;"Banana Pineapple Freeze Recipe";http://cookeatshare.com/recipes/banana-pineapple-freeze-77461;"banana,pineapple,lemon juice,orange juice";HIGH
12346;"Spinach Popsicles";http://tastykitchen.com/recipes/desserts/spinach-popsicles/;"apple juice,pineapple,orange juice,spinach,carrot";HIGH
32695;"Labneh Wa Za'atar (Spiced Yogurt Cheese)";http://www.food.com/recipe/labneh-wa-zaatar-spiced-yogurt-cheese-379701;"sesam seed,paprika,cumin seed,dried marjoram,dried thyme,greek yogurt";HIGH
15102;"Breakfast Berry Shake";http://tastykitchen.com/recipes/drinks/breakfast-berry-shake/;"almond milk,goji berries dried,seeds chia dried,cinnamon,flaxseed,greek yogurt";HIGH
3915;"Strawberry Soup";http://www.food.com/recipe/strawberry-soup-252950;"strawberry,mineral water,orange juice,cane sugar,cardamom,greek yogurt";HIGH
42349;"Light Corn Pudding";http://www.food.com/recipe/light-corn-pudding-333519;"corn canned,cow milk,wheat plain flour,black pepper spices,egg substitute powder,margarine,cane sugar";HIGH
49402;"Corn Pudding";https://cookpad.com/us/recipes/472863-corn-pudding;"corn canned,cow milk,wheat plain flour,black pepper spices,egg substitute powder,margarine,cane sugar";HIGH
13293;"Speedy Smoothie";http://tastykitchen.com/recipes/drinks/speedy-smoothie/;"papaya,cow milk,greek yogurt";HIGH
31779;"Barbecued Style Green Beans";http://www.food.com/recipe/barbecued-style-green-beans-493531;"barbecue sauce,onion,meatless bacon,ketchup,worcestershire sauce,cane sugar,green bean";HIGH
17267;"Bean Soup";http://www.food.com/recipe/bean-soup-418596;"onion,green bean,lemon juice,carrot";HIGH
43271;"Fruit Punch";http://www.foodnetwork.com/recipes/fruit-punch-recipe.html;"peach,cranberry juice,orange juice";HIGH
37851;"Fruit Punch";http://www.foodnetwork.com/recipes/fruit-punch-recipe2.html;"peach,cranberry juice,orange juice";HIGH
3956;"Pumpkin Clif Bar Recipe Hack";http://www.food.com/recipe/pumpkin-clif-bar-recipe-hack-494949;"ginger,pumpkin seeds,wheat,walnut,almond,apricot,rice flour & meal,cinnamon,orange juice,nutmeg,raisin,pumpkin,oat meal";HIGH
1195;"Sourdough Starter";http://www.epicurious.com/recipes/food/views/sourdough-starter-391719;"wheat plain flour,pineapple juice";HIGH
37945;"Seed Culture, Phase 1 (Day 1)";http://www.epicurious.com/recipes/food/views/seed-culture-phase-1-day-1-381422;"wheat plain flour,pineapple juice";HIGH
8726;"Brown Rice and Walnuts";http://www.food.com/recipe/brown-rice-and-walnuts-78933;walnut,pea,pepper,rice;HIGH
34421;"New Potato Summer Salad";http://www.kraftrecipes.com/recipes/new-potato-summer-salad-106058.aspx;"meatless bacon,cherry,potato,dried basil,onion,yellow mustard,italian salad dressing,mayonnaise";HIGH
46181;"New Potato Summer Salad";http://www.kraftrecipes.com/recipes/new-potato-summer-salad-83000.aspx;"balsamic vinaigrette,meatless bacon,cherry,potato,dried basil,onion,yellow mustard,mayonnaise";HIGH
18684;"Russian Potato Salad";http://www.food.com/recipe/russian-potato-salad-346377;"meatless bacon,cherry,ketchup,fresh dill weed,worcestershire sauce,potato,onion,beetroot,carrot,mayonnaise";HIGH
17715;"Tropical Smoothie (No Added Sugar)";http://www.food.com/recipe/tropical-smoothie-no-added-sugar-241019;"cow milk,banana,pineapple,greek yogurt";HIGH
49373;"Appetizers Meatballs Recipe";http://cookeatshare.com/recipes/appetizers-meatballs-66000;"buttered milk,bread crumbs,onion,ketchup,worcestershire sauce,black pepper spices,egg substitute powder,cane sugar";HIGH
35440;"Baked Beans";http://www.food.com/recipe/baked-beans-249948;"beer,spices curry powder,onion,meatless bacon,ketchup,worcestershire sauce,cane sugar,cane molasse,green bean,yellow mustard";HIGH
44797;"5-Minute Thai Slaw";http://www.kraftrecipes.com/recipes/5-minute-thai-slaw-87995.aspx;"vegetables,turkey meat with bone,corn peanut and olive oil,coriander";HIGH
28619;"Healthy Coleslaw Recipe";http://www.chowhound.com/recipes/healthy-coleslaw-31409;"onion,ginger,cabagge,sesame oil,corn peanut and olive oil,cane sugar";HIGH
44393;"Tofu Burgers";http://www.food.com/recipe/tofu-burgers-442282;"barbecue sauce,ginger,onion powder,tofu,oat,garlic powder,black pepper spices,soy sauce,yellow mustard";HIGH
34645;"Mango Craze Juice Blend";http://allrecipes.com/recipe/mango-craze-juice-blend/;"nectarines,mango juice,peach,mineral water,orange juice";HIGH
11447;"Montana Grange Granola";http://www.food.com/recipe/montana-grange-granola-237120;"wheat,canola oil,oat,walnut,honey,raisin";HIGH
29007;"Fruit 'n' Honey Granola";http://allrecipes.com/recipe/fruit-n-honey-granola/;"wheat,canola oil,oat,almond,papaya,pineapple,cranberry,cinnamon,honey,flaxseed,nutmeg,raisin,sunflower seed";HIGH
4047;"Italian Omelet";http://www.kraftrecipes.com/recipes/italian-omelet-57594.aspx;"onion,turkey meat with bone,egg substitute powder";HIGH
29091;"Spelt Bread II";http://allrecipes.com/recipe/spelt-bread-ii/;"wheat plain flour,canola oil,wheat plain flour,rice,cane sugar";HIGH
13831;"Banana-Peach Shake";http://www.myrecipes.com/recipe/banana-peach-shake;"cow milk,banana,peach,greek yogurt";HIGH
49449;"Tangy Mashed Potatoes";http://www.food.com/recipe/tangy-mashed-potatoes-158458;"onion,potato,margarine,greek yogurt";HIGH
42976;"Creamy Orange Shake";http://www.kraftrecipes.com/recipes/creamy-orange-shake-58739.aspx;"cow milk,orange juice,greek yogurt";HIGH
43716;"Orange and Vanilla Shake";http://www.foodnetwork.com/recipes/orange-and-vanilla-shake-recipe.html;"cow milk,orange juice,greek yogurt";HIGH
44900;"Orange Yogurt Beverage";http://www.food.com/recipe/orange-yogurt-beverage-267247;"cow milk,orange juice,greek yogurt";HIGH
45592;"Easier-Than-You-Think Strawberry Shake (A.k.a. the Mistake)";http://www.food.com/recipe/easier-than-you-think-strawberry-shake-a-k-a-the-mistake-376889;"cow milk,orange juice,greek yogurt";HIGH
36803;"Orange Frostie";http://www.food.com/recipe/orange-frostie-152733;"cow milk,orange juice,greek yogurt";HIGH
19262;"Frozen Yogurt-On-A-Stick";http://www.food.com/recipe/frozen-yogurt-on-a-stick-11053;"cow milk,orange juice,greek yogurt";HIGH
4630;"Shake: Frozen Orange";http://www.kraftrecipes.com/recipes/shake-frozen-orange-58843.aspx;"cow milk,orange juice,greek yogurt";HIGH
3297;"Pumpkin Yogurt";http://www.food.com/recipe/pumpkin-yogurt-183126;"cinnamon,honey,nutmeg,pumpkin,greek yogurt";HIGH
12378;"Pineapple Punch Smoothie";http://www.food.com/recipe/pineapple-punch-smoothie-443990;"cow milk,pineapple,orange juice,greek yogurt";HIGH
14145;"Gluten-Free Nutty Granola";http://www.food.com/recipe/gluten-free-nutty-granola-412355;"sesam seed,pumpkin seeds,seeds chia dried,canola oil,oat,almond,pecans nuts,flaxseed";HIGH
18476;"Healthy Granola Mix";http://www.food.com/recipe/healthy-granola-mix-336269;"sesam seed,canola oil,oat,almond,cranberry,hazelnut,honey,flaxseed,raisin,sunflower seed";HIGH
15075;"Blueberry Breakfast Crisp";http://www.food.com/recipe/blueberry-breakfast-crisp-45100;"maize flour,blueberry,orange juice,granola cereals granola,cane sugar";HIGH
2047;"Spiced Grape and Yogurt Salad";http://www.food.com/recipe/spiced-grape-and-yogurt-salad-141148;"grapes,cinnamon,cardamom,greek yogurt";HIGH
11487;"Avocado Banana Spread Recipe";http://cookeatshare.com/recipes/avocado-banana-spread-72389;"banana,avocado,lemon juice";HIGH
36788;"Avocado Banana Spread";https://recipeland.com/recipe/v/avocado-banana-spread-3901;"banana,avocado,lemon juice";HIGH
36334;"Ww 1 Point Biscuit";http://www.food.com/recipe/ww-1-point-biscuit-267494;"cow milk,wheat plain flour,greek yogurt";HIGH
46668;"Ww Biscuits for Watching Your Weight";http://www.food.com/recipe/ww-biscuits-for-watching-your-weight-52389;"cow milk,wheat plain flour,greek yogurt";HIGH
1093;"Foolproof Sourdough Starter";http://www.food.com/recipe/foolproof-sourdough-starter-137811;"cow milk,wheat plain flour,greek yogurt";HIGH
9263;"Strawberry Mango Moscato Slush";http://tastykitchen.com/recipes/drinks/strawberry-mango-moscato-slush/;"mango juice,strawberry";HIGH
37706;"Strawberry Lemonade Popsicles (No Sugar Added)";http://tastykitchen.com/recipes/special-dietary-needs/sugar-free/strawberry-lemonade-popsicles-no-sugar-added/;lemonade,strawberry;HIGH
28100;"Strawberry Lemonade";http://www.food.com/recipe/strawberry-lemonade-434289;lemonade,strawberry;HIGH
28141;"Strawberry Lemonade";http://www.delish.com/recipefinder/strawberry-lemonade-recipe;lemonade,strawberry;HIGH
44836;"Strawberry-Lemonade Frappe";http://www.kraftrecipes.com/recipes/strawberry-lemonade-frappe-155318.aspx;lemonade,strawberry;HIGH
43248;"Mexican Style Yogurt Dip";http://www.food.com/recipe/mexican-style-yogurt-dip-125269;"salsa,coriander,greek yogurt";HIGH
25136;"Almond Stuffed Dates with Bacon";https://recipeland.com/recipe/v/almond-stuffed-dates-bacon-2997;"meatless bacon,almond,date";HIGH
19190;"Tofu with Rice.";https://recipeland.com/recipe/v/tofu-rice-46582;tofu,rice;HIGH
1762;"Asian Cabbage Salad";http://www.epicurious.com/recipes/food/views/asian-cabbage-salad-104469;"cabagge,sesame oil,rice,coriander";HIGH
30260;"Burning Sun";http://www.food.com/recipe/burning-sun-164918;"strawberry,pineapple juice";HIGH
22560;"Vanilla Sugar";http://www.food.com/recipe/vanilla-sugar-37749;"yogurt flavoured,cane sugar";HIGH
19334;"Fruit Salad Dressing";http://www.food.com/recipe/fruit-salad-dressing-382411;"cane sugar,yogurt flavoured";HIGH
28694;"Teriyaki Almonds";http://www.food.com/recipe/teriyaki-almonds-509374;"ginger,sesame oil,almond,soy sauce";HIGH
51138;"Pistachio and almond nut butter recipe";http://www.lovefood.com/guide/recipes/14856/pistachio-and-almond-nut-butter-recipe;"pistachio,almond,corn peanut and olive oil";HIGH
41545;"Baked Yogourt";http://www.food.com/recipe/baked-yogourt-441337;"condensed milk,greek yogurt";HIGH
1995;"Homemade Yogurt";http://www.food.com/recipe/homemade-yogurt-32460;"buttered milk,greek yogurt";HIGH
23381;"For Diabetics - Low Fat Yoghurt";http://www.food.com/recipe/for-diabetics-low-fat-yoghurt-167644;"buttered milk,greek yogurt";HIGH
34407;"Yogurt Custard";http://www.epicurious.com/recipes/food/views/yogurt-custard-373910;"condensed milk,greek yogurt";HIGH
40077;"Homemade Yogurt Recipe";http://cookeatshare.com/recipes/homemade-yogurt-19856;"buttered milk,greek yogurt";HIGH
10429;"Chinese Five-Spice Walnuts";http://www.food.com/recipe/chinese-five-spice-walnuts-492275;"red pepper or cayenne spices,walnut,wei-chuan five spice powder,corn peanut and olive oil,cane sugar";HIGH
11477;"Pink Grapefruit Sorbet";http://www.food.com/recipe/pink-grapefruit-sorbet-451818;"cane sugar,grapefruit juice";HIGH
15649;"Pink Grapefruit Sorbet";http://www.food.com/recipe/pink-grapefruit-sorbet-335625;"cane sugar,grapefruit juice";HIGH
24187;"Almond Rice Pilaf";https://recipeland.com/recipe/v/almond-rice-pilaf-2987;"onion,almond,soy sauce,rice";HIGH
50954;"Sugar Free Crock Pot Strawberry Applesauce";http://www.food.com/recipe/sugar-free-crock-pot-strawberry-applesauce-263640;"apple juice,strawberry,apple";HIGH
35924;"Rice Pudding with Rose Water";http://allrecipes.com/recipe/rice-pudding-with-rose-water/;"almond,cow milk,mineral water,rice,cane sugar";HIGH
29675;"Becky's "popped" Corn";http://www.food.com/recipe/beckys-popped-corn-395643;"peanut butter,corn canned,almond,corn peanut and olive oil,oat meal";HIGH
15084;"Yo-Naise (Light Mayonnaise)";http://www.food.com/recipe/yo-naise-light-mayonnaise-367473;"greek yogurt,mayonnaise";HIGH
15566;"Skipps Veggie Dip";http://www.food.com/recipe/skipps-veggie-dip-286687;"greek yogurt,salad dressing";HIGH
16606;"Horseradish Hair Treatment";http://www.food.com/recipe/horseradish-hair-treatment-414346;"horseradish,greek yogurt";HIGH
11597;"Mexi Ranch Dip";http://www.food.com/recipe/mexi-ranch-dip-448808;"greek yogurt,salad dressing";HIGH
2986;"Homemade Grenadine";http://www.epicurious.com/recipes/food/views/homemade-grenadine-236104;"pomegranate juice,cane sugar";HIGH
7162;"Pomegranate Grenadine";http://allrecipes.com/recipe/pomegranate-grenadine/;"pomegranate juice,cane sugar";HIGH
46142;"Homemade Grenadine";http://allrecipes.com/recipe/homemade-grenadine/;"pomegranate juice,cane sugar";HIGH
47669;"Passionfruit Coulis";http://www.food.com/recipe/passionfruit-coulis-400404;"passion-fruit juice,cane sugar";HIGH
35191;"Pomegranate Syrup (Grenadine)";http://www.food.com/recipe/pomegranate-syrup-grenadine-110452;"pomegranate juice,cane sugar";HIGH
37397;"Homemade Pomegranate Syrup";http://www.food.com/recipe/homemade-pomegranate-syrup-194644;"pomegranate juice,cane sugar";HIGH
38434;"Pomegranate Syrup";http://cooking.nytimes.com/recipes/1015952;"pomegranate juice,cane sugar";HIGH
24949;"Lemon Glaze";http://www.epicurious.com/recipes/food/views/lemon-glaze-15418;"lemon juice,cane sugar";HIGH
32641;"Pomegranate Syrup";http://www.food.com/recipe/pomegranate-syrup-335156;"pomegranate juice,cane sugar";HIGH
34098;"Homemade Grenadine";http://www.foodandwine.com/recipes/homemade-grenadine-cocktails-2006;"pomegranate juice,cane sugar";HIGH
21914;"Sweet and Sour Mix";http://www.food.com/recipe/sweet-and-sour-mix-174297;"lemon juice,cane sugar";HIGH
10880;"Strawberry Smoothie - Weight Watchers";http://www.food.com/recipe/strawberry-smoothie-weight-watchers-407912;"cow milk,strawberry,greek yogurt";HIGH
47557;"Simply Perfect Smoothie";http://www.food.com/recipe/simply-perfect-smoothie-522896;"cow milk,strawberry,greek yogurt";HIGH
45481;"Iced Apple Tea";http://www.food.com/recipe/iced-apple-tea-99205;"apple juice,cane sugar";HIGH
39945;"Apple Juice-Slushie";http://www.food.com/recipe/apple-juice-slushie-299305;"apple juice,cane sugar";HIGH
14470;"Tacky Apple Jelly";http://www.food.com/recipe/tacky-apple-jelly-146054;"apple juice,cane sugar";HIGH
19206;"Vegetable Slaw";http://www.epicurious.com/recipes/food/views/vegetable-slaw-357509;"safflower oil,cabagge,sesame oil,fresh parsley,black pepper spices,onion,cane sugar,radicchio";HIGH
38334;"Rockmelon Malted Smoothie";http://www.food.com/recipe/rockmelon-malted-smoothie-281090;"melon,cow milk,greek yogurt";HIGH
8563;"Easy Sugar and Spice Dip";http://www.food.com/recipe/easy-sugar-and-spice-dip-59835;"cane sugar,cumin seed,nutmeg,melon,greek yogurt";HIGH
24794;"Award Winning Pineapple Preserves";http://www.food.com/recipe/award-winning-pineapple-preserves-226245;"pineapple juice,cane sugar";HIGH
11525;"Easy Molasses Walnut Granola";http://www.food.com/recipe/easy-molasses-walnut-granola-404667;"canola oil,oat,walnut,cane sugar,cane molasse,flaxseed,sunflower seed";HIGH
15621;"Pineapple Sauce";http://www.food.com/recipe/pineapple-sauce-492797;"cane sugar,pineapple,yogurt flavoured";HIGH
4920;"Yogurt Cream";https://cookpad.com/us/recipes/142942-yogurt-cream;"cow milk,cane sugar,greek yogurt";HIGH
34164;"Ultra-Easy! Seriously Addictive Frozen Yogurt";https://cookpad.com/us/recipes/171973-ultra-easy-seriously-addictive-frozen-yogurt;"cow milk,cane sugar,greek yogurt";HIGH
43103;"Sugar and Spice Dip";http://www.food.com/recipe/sugar-and-spice-dip-32164;"cane sugar,cinnamon,nutmeg,greek yogurt";HIGH
24659;"Cranberry Raspberry Sparkle";https://cookpad.com/us/recipes/336360-cranberry-raspberry-sparkle;"lime juice,raspberry";HIGH
28802;"Perfect Pineapple Strawberry Smoothie (Healthy Too!)";http://www.food.com/recipe/perfect-pineapple-strawberry-smoothie-healthy-too-270698;"cow milk,strawberry,pineapple,mineral water,greek yogurt";HIGH
51213;"Honey Mustard Cole Slaw";http://www.food.com/recipe/honey-mustard-cole-slaw-16886;"cabagge,honey,yellow mustard,carrot,greek yogurt";HIGH
18640;"Blended Mango Salad";http://www.food.com/recipe/blended-mango-salad-502636;"almond milk,lettuce,mango juice,spinach";HIGH
19899;"Sugar-Free Cranberry Sauce";http://www.food.com/recipe/sugar-free-cranberry-sauce-339522;"apple juice,cranberry";HIGH
16375;"Cranberry Apple Sauce";http://allrecipes.com/recipe/cranberry-apple-sauce/;"apple juice,cranberry";HIGH
33650;"Cranberry Apple Sauce I";http://allrecipes.com/recipe/cranberry-apple-sauce-i/;"apple juice,cranberry";HIGH
45584;"Cranberry Apple Sauce II";http://allrecipes.com/recipe/cranberry-apple-sauce-ii/;"apple juice,cranberry";HIGH
49786;"Raspberry Chocolate Shakes";http://www.foodnetwork.com/recipes/raspberry-chocolate-shakes-recipe.html;"cow milk,raspberry,greek yogurt";HIGH
